dataset,status,n_features,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
608_fri_c3_1000_10,success,10,lso,0.953444350788758,0.2124918117453348,34,3610.1983342170715,,0.01,(-0.36981248425848157 add ((0.17130047991047173 mul (x_4 mul x_2)) sub ((-0.368616157219999 mul x_3) add (-1.2792537896798362 mul cos(((1.9306465652617728 mul ((-0.6675296737453286 add (-0.4382201433080879 mul x_0)))**2) add (1.5094450038727407 mul (x_1 mul cos((0.4524993678708991 add (-0.2917693623597656 mul x_2)))))))))))
609_fri_c0_1000_5,success,5,lso,0.95673961219017,0.20622331319920137,38,5845.988734483719,,0.01,(-1.2413030842282848 add (((0.27635440025297964 mul x_4) add (0.34896368686924273 mul (x_2 mul x_2))) add ((0.5705550065033899 mul x_3) sub (1.8526421503117012 mul sin(((4.42911927905481 mul sin((-2.9729290239753037 add (0.1067684655867168 mul x_0)))) add (-3.800466746899774 mul (x_1 mul cos((1.4437071691915224 add (-0.07388846705737913 mul x_0)))))))))))
611_fri_c3_100_5,success,5,lso,0.9424570914566457,0.2524902248634644,28,5664.991523504257,,0.01,(-0.04184456353789532 add (cos((1.5539839518019587 add (-0.005756520108210858 mul x_1))) mul ((24.60326195998478 mul x_3) sub (-65.83021832528887 mul cos(((1.5190611400986593 mul x_1) add (0.22425867946898112 mul ((-2.849331567281111 add (-0.823257656256493 mul x_0)))**2)))))))
612_fri_c1_1000_5,success,5,lso,0.9780284189816756,0.15093189666799178,39,3603.227451324463,,0.01,(16.270513538322817 add ((0.39332138298717784 mul x_3) add (((16.78796180743558 mul cos((-3.131463417434742 add (0.15712293906285907 mul x_2)))) add (0.20364775027336712 mul x_4)) add (1.3362047467505949 mul cos(((6.68808868938582 mul sin((-1.0670691620643373 add (0.3406847098417175 mul x_0)))) add (1.1296974951460208 mul inv((0.1710127716657025 add (-0.03173284597449985 mul x_1))))))))))
613_fri_c3_250_5,success,5,lso,0.940393170986327,0.22427694921095312,34,4745.038178443909,,0.01,(-0.5154323704208584 add ((0.3617372219951242 mul x_3) add ((0.16942634293091619 mul (x_4 mul x_2)) add (-1.365342762478117 mul sin(((0.9681523575017698 mul x_0) sub (-5.141646079894649 mul sin((-0.12152608943652919 add (-3.1213888055382584 mul (x_1 mul cos((4.622157518329088 add (-0.033598304767205316 mul x_0))))))))))))))
615_fri_c4_250_10,success,10,lso,0.954677580147046,0.2226608140731166,38,6302.909951686859,,0.01,(-0.5577724142463989 add ((0.41975008779519074 mul x_3) sub ((-1.3333221027252664 mul cos((11.081362161412668 add (2.5797692851395055 mul (((1.8554576850549074 mul ((5.717970568076453 add (0.018333979000337352 mul x_2)))**2) sub (-28.390669317082317 mul x_0)) mul cos((1.556561006458652 add (-0.009194307092348575 mul x_1)))))))) sub (0.17211397542344115 mul (x_4 mul x_4)))))
616_fri_c4_500_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
617_fri_c3_500_5,success,5,lso,0.9605888348928754,0.2022811152566984,32,5369.486659049988,,0.01,(-0.464337677206025 add ((0.3760031179448705 mul x_3) add ((-1.4006660107383373 mul sin(((0.10895784000287707 mul ((-2.7146073202826395 add (-1.6536706572829076 mul x_0)))**2) add (-3.1849311904341295 mul sin((0.5989620770230792 add (-0.5777136649477483 mul x_1))))))) add (0.20363971300864972 mul (x_2 mul x_2)))))
618_fri_c3_1000_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
620_fri_c1_1000_25,failed,0,lso,nan,nan,nan,nan,Input dimension 25 exceeds max_input_dimension 10,0.01,
621_fri_c0_100_10,success,10,lso,0.8154563058324372,0.3697629535601484,43,7244.983132362366,,0.01,(-0.449215889166928 add (inv((-98.41618586989229 add (10.19914031667287 mul x_0))) mul ((-54.115218298582924 mul x_3) add ((-27.93311060632699 mul x_4) add ((-6.257836419332338 mul abs((-1.987587096878846 add (-11.46275379196617 mul x_2)))) sub ((35.731815725004004 mul arctan((5.607855173266559 add (8.188478400429151 mul x_0)))) sub (0.49667207354632076 mul ((-5.037356298497643 add (8.355704882956278 mul x_1)))**2)))))))
622_fri_c2_1000_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
623_fri_c4_1000_10,success,10,lso,0.9287643713986437,0.27164079630732246,31,2931.0391590595245,,0.01,(-0.3332570032664199 add ((-0.4194190093573524 mul x_2) sub ((1.3606971353063662 mul cos(((0.05639563585364203 mul x_0) add (-3.9020174116838886 mul exp(((0.24852066885897695 mul x_0) add (0.3105861489722459 mul x_1))))))) sub ((0.6710904772495807 mul x_4) sub (-0.38234796574871377 mul x_3)))))
624_fri_c0_100_5,success,5,lso,0.9116455725147015,0.34896701841494937,40,5317.594236135483,,0.01,(11.126872598865686 add ((0.4799856549454731 mul x_3) add ((0.2441327183615093 mul x_4) add ((3.3717199794128385 mul x_1) sub (0.03899257183192883 mul (((-8.800908870349616 add (-1.1669949054066329 mul x_1)))**2 mul ((3.5953025630734063 mul cos((-0.0717660797473755 add (0.22672538007538848 mul x_2)))) add (0.03893754208366467 mul ((-1.151348505503012 add (1.4451539893014012 mul x_0)))**2))))))))
626_fri_c2_500_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
627_fri_c2_500_10,success,10,lso,0.9802260322918596,0.13939548475997646,39,3742.204137325287,,0.01,(22.328682460473207 add ((0.4000460403791066 mul x_3) add ((0.19939597837496525 mul x_4) add ((-23.030081269292562 mul cos((0.12424928244501844 add (-0.11665402566932799 mul x_2)))) add (-1.3666666829667515 mul cos((0.8561386481646781 add (1.525049760629216 mul (((1.1274941839621158 add (0.1652549262769965 mul x_0)))**2 mul ((1.2202878741656369 add (0.2718820711838616 mul x_1)))**2)))))))))
628_fri_c3_1000_5,success,5,lso,0.9722877363082191,0.1689575056082761,34,4763.665396928787,,0.01,(-0.4772328563727263 add ((0.359347943292796 mul x_3) add ((-1.36996583949396 mul cos(((-1.3897017510564862 mul x_1) add (18.278073827121343 mul cos((7.728193796084314 add (-0.13491204277999236 mul (x_0 mul cos((-10.54673769401949 add (0.26548125843569825 mul x_1))))))))))) add (0.19555682484522552 mul (x_4 mul x_2)))))
631_fri_c1_500_5,success,5,lso,0.9807374594134426,0.1477027699028269,40,5328.5794942379,,0.01,(-0.4618058784032753 add ((0.19212424184328072 mul x_4) sub ((0.02479548498512464 mul x_1) sub ((0.40668715042695003 mul x_3) add ((-1.3762798176948252 mul sin((0.08253421048156954 add (3.6308879389680775 mul (abs((18.243717401789482 add (7.601839012250771 mul x_0))) mul cos((-1.6069014995809774 add (-0.020449771422982144 mul x_1)))))))) add (0.23099038567880018 mul (x_2 mul x_2)))))))
633_fri_c0_500_25,failed,0,lso,nan,nan,nan,nan,Input dimension 25 exceeds max_input_dimension 10,0.01,
634_fri_c2_100_10,success,10,lso,0.6224254107095213,0.5752703651165484,48,2330.368170261383,,0.01,(-0.6684816960735966 add ((-0.2240367662758569 mul x_2) sub ((-0.192174483882907 mul x_4) sub ((1.3441563877055314 mul x_1) add ((0.4514037101303961 mul x_3) add (6.811935097852904 mul (arctan((-0.013730436088193066 add (0.0038411522543986133 mul x_0))) mul ((0.5565143373462984 mul (x_0 mul x_4)) sub (-25.79566872758254 mul arctan((-0.5804382400997814 add (89.94660908216008 mul (exp((-4.195792101286861 add (1.177155305260081 mul x_0))) mul x_1)))))))))))))
635_fri_c0_250_10,success,10,lso,0.9572004024860021,0.2003903608134628,42,5519.459850311279,,0.01,(-5.473371354491452 add ((0.5842382118698151 mul x_3) sub ((-0.2602483741817751 mul x_4) add ((-0.3180836419226135 mul (x_2 mul x_2)) add ((-0.03763034835364404 mul x_2) sub (-6.108693215604644 mul sin(((6.991611324807872 mul cos((-8.01833093955347 add (-0.03527437331054036 mul x_1)))) add (-6.482878840603011 mul (x_0 mul cos((-1.5334423892777749 add (0.022089303680702145 mul x_1)))))))))))))
637_fri_c1_500_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
641_fri_c1_500_10,success,10,lso,0.9570435151105136,0.20582214907578683,38,3132.777658700943,,0.01,(-0.27273013410340796 add ((0.18331927587521166 mul x_4) sub ((-0.37017819065915664 mul x_3) add ((-0.21968763952230455 mul (x_2 mul x_2)) add (1.4429411613451688 mul (cos((9.008325431966371 add (0.5320730425780865 mul x_0))) mul cos(((1.4188409315417085 mul x_1) add (0.06369762857834665 mul ((4.379911177232829 add (1.900645043267218 mul x_0)))**2)))))))))
643_fri_c2_500_25,failed,0,lso,nan,nan,nan,nan,Input dimension 25 exceeds max_input_dimension 10,0.01,
644_fri_c4_250_25,failed,0,lso,nan,nan,nan,nan,Input dimension 25 exceeds max_input_dimension 10,0.01,
645_fri_c3_500_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
646_fri_c3_500_10,success,10,lso,0.9026815266804876,0.3035548256102547,37,3827.74320936203,,0.01,(-0.3263619561534506 add (inv((6.6084873746201955 add (-0.4785081407604738 mul x_2))) mul ((1.6420567228467733 mul x_4) add ((2.011921767178043 mul x_3) add (-8.603781199951861 mul cos(((-1.2397727829768532 mul ((-0.8208270088484306 add (-0.5055973818478149 mul x_0)))**2) add (-1.3843579746969075 mul exp((0.845697444307352 add (0.40440978491478946 mul x_1)))))))))))
647_fri_c1_250_10,success,10,lso,0.9451002512798523,0.2402461656855304,40,4844.606117010117,,0.01,(0.7658768418483819 add ((0.4085857526397825 mul x_3) add ((0.1843779367302566 mul x_4) add (0.05281189398348744 mul (((-0.07331940053726015 mul (x_2 mul x_5)) sub (46.7045250592821 mul sin((0.4525481576953186 add (1.473366477330237 mul x_0))))) mul sin((0.4249157592883043 add (-0.6124942969086741 mul (x_1 mul inv((-0.6639887875713015 add (0.24059543153572532 mul x_0))))))))))))
648_fri_c1_250_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
649_fri_c0_500_5,success,5,lso,0.9620815562810542,0.2007719162154026,38,3218.7123308181763,,0.01,(0.6241416070460877 add ((0.27403431194667993 mul x_4) add ((0.581116652051711 mul x_3) sub ((-0.32406701738666577 mul (x_2 mul x_2)) add (0.540394799123444 mul (((2.7303648152770985 mul sin((0.3869857166085142 add (-0.20541276435137318 mul x_1)))) add (-48.398153725341025 mul (x_0 mul cos((1.5589698601787754 add (-0.006786648999864022 mul x_1)))))))**2)))))
650_fri_c0_500_50,failed,0,lso,nan,nan,nan,nan,Input dimension 50 exceeds max_input_dimension 10,0.01,
651_fri_c0_100_25,failed,0,lso,nan,nan,nan,nan,Input dimension 25 exceeds max_input_dimension 10,0.01,
653_fri_c0_250_25,failed,0,lso,nan,nan,nan,nan,Input dimension 25 exceeds max_input_dimension 10,0.01,
654_fri_c0_500_10,success,10,lso,0.9523634972902169,0.20891273510569758,40,3847.96134185791,,0.01,(-0.41852814424274976 add ((0.3013113425842704 mul x_4) add ((0.5747946517917596 mul x_3) add ((-0.02084761494584339 mul x_0) add ((0.38889432595631784 mul (x_2 mul x_2)) sub (-0.9522264493109005 mul sin((3.5677014195479333 add (0.4117282591191585 mul (sqrt((7.342690915852351 add (3.8611779269860538 mul x_1))) mul sqrt((8.4802542254365 add (4.385138586512853 mul x_0)))))))))))))
656_fri_c1_100_5,success,5,lso,0.9606431182901607,0.20694002386283133,36,3006.1208028793335,,0.01,(-0.6512249768990825 add ((0.23627062027419782 mul x_4) sub ((-0.3976049311025292 mul x_3) sub ((-1.4475077668261567 mul cos((10.931513639961759 add (-1.2393292501461572 mul (cos((-5.048264043069152 add (-0.2375477813560526 mul x_1))) mul ((2.0831836744496455 add (0.4410376650119499 mul x_0)))**2))))) sub (-0.1864677202964812 mul (x_2 mul x_2))))))
657_fri_c2_250_10,success,10,lso,0.8346232328713351,0.37059998785563414,37,5555.774649143219,,0.01,(1.23160151146191 add (((0.006827909634673892 mul (x_2 mul x_7)) sub (0.040703608977074084 mul ((4.731515029823091 add (-0.3089228904091786 mul x_3)))**2)) mul exp(((-0.08809228590112121 mul x_4) add (-1.1697230291875915 mul sin(((-1.2748985400224095 mul x_1) add (-1.4088924116743926 mul sin((9.612893240126626 add (-0.8818677935795455 mul x_0)))))))))))
658_fri_c3_250_25,failed,0,lso,nan,nan,nan,nan,Input dimension 25 exceeds max_input_dimension 10,0.01,
